ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tiempo_Hasta_Fallo,Impacto_Temp_Vibracion
2504,300,2020-04-14 07:00:00,Correctivo,7210.81,33,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,1419.0,442.07714999999996
4860,300,2020-07-21 11:00:00,Preventivo,9320.34,38,Planta Oeste,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,2356.0,442.07714999999996
6851,300,2020-10-12 10:00:00,Correctivo,1136.07,2,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,1991.0,442.07714999999996
7672,300,2020-11-15 15:00:00,Correctivo,5770.72,1,Planta Este,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,821.0,442.07714999999996
8539,300,2020-12-21 18:00:00,Correctivo,726.19,32,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,867.0,442.07714999999996
8643,300,2020-12-26 02:00:00,Preventivo,7005.71,20,Planta Oeste,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,104.0,442.07714999999996
8846,300,2021-01-03 13:00:00,Correctivo,4176.01,26,Planta Este,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,203.0,442.07714999999996
9315,300,2021-01-23 02:00:00,Preventivo,3521.0,39,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,469.0,442.07714999999996
9334,300,2021-01-23 21:00:00,Correctivo,5182.11,18,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,19.0,442.07714999999996
9533,300,2021-02-01 04:00:00,Correctivo,9547.65,43,Planta Oeste,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,199.0,442.07714999999996
9857,300,2021-02-14 16:00:00,Correctivo,8205.88,16,Planta Norte,Generador,ABB,Z300,2725,1717,,122.97,3.5949999999999998,50710.0,324.0,442.07714999999996
118,301,2020-01-05 21:00:00,Correctivo,3826.74,31,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,,442.07714999999996
444,301,2020-01-19 11:00:00,Correctivo,7418.11,3,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,326.0,442.07714999999996
1406,301,2020-02-28 13:00:00,Preventivo,6126.41,8,Planta Oeste,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,962.0,442.07714999999996
1822,301,2020-03-16 21:00:00,Preventivo,5799.91,43,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,416.0,442.07714999999996
2251,301,2020-04-03 18:00:00,Preventivo,4825.62,33,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,429.0,442.07714999999996
2382,301,2020-04-09 05:00:00,Correctivo,1471.76,41,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,131.0,442.07714999999996
3137,301,2020-05-10 16:00:00,Preventivo,8188.57,25,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,755.0,442.07714999999996
3441,301,2020-05-23 08:00:00,Preventivo,4877.34,13,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,304.0,442.07714999999996
3528,301,2020-05-26 23:00:00,Correctivo,4939.0,10,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,87.0,442.07714999999996
3567,301,2020-05-28 14:00:00,Preventivo,8011.17,20,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,39.0,442.07714999999996
4504,301,2020-07-06 15:00:00,Correctivo,5746.73,12,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,937.0,442.07714999999996
4598,301,2020-07-10 13:00:00,Correctivo,1308.13,28,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,94.0,442.07714999999996
4786,301,2020-07-18 09:00:00,Correctivo,3712.69,12,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,188.0,442.07714999999996
5178,301,2020-08-03 17:00:00,Preventivo,4123.25,8,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,392.0,442.07714999999996
5477,301,2020-08-16 04:00:00,Preventivo,5372.15,16,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,299.0,442.07714999999996
5564,301,2020-08-19 19:00:00,Correctivo,3797.53,37,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,87.0,442.07714999999996
5840,301,2020-08-31 07:00:00,Preventivo,4745.02,1,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,276.0,442.07714999999996
6530,301,2020-09-29 01:00:00,Correctivo,7256.07,19,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,690.0,442.07714999999996
7026,301,2020-10-19 17:00:00,Preventivo,7187.76,2,Planta Este,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,496.0,442.07714999999996
7453,301,2020-11-06 12:00:00,Preventivo,5296.44,7,Planta Sur,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,427.0,442.07714999999996
7579,301,2020-11-11 18:00:00,Correctivo,9527.76,17,Planta Oeste,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,126.0,442.07714999999996
7692,301,2020-11-16 11:00:00,Correctivo,3735.54,37,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,113.0,442.07714999999996
8920,301,2021-01-06 15:00:00,Correctivo,663.86,37,Planta Norte,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,1228.0,442.07714999999996
9846,301,2021-02-14 05:00:00,Correctivo,4336.34,3,Planta Oeste,Generador,GE,Y200,1995,8321,,122.97,3.5949999999999998,50710.0,926.0,442.07714999999996
147,302,2020-01-07 02:00:00,Correctivo,2841.06,47,Planta Norte,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,,442.07714999999996
194,302,2020-01-09 01:00:00,Correctivo,1971.57,24,Planta Oeste,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,47.0,442.07714999999996
1387,302,2020-02-27 18:00:00,Preventivo,7400.82,11,Planta Oeste,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,1193.0,442.07714999999996
1699,302,2020-03-11 18:00:00,Correctivo,1289.92,27,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,312.0,442.07714999999996
1892,302,2020-03-19 19:00:00,Correctivo,6125.04,30,Planta Norte,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,193.0,442.07714999999996
1954,302,2020-03-22 09:00:00,Correctivo,7607.97,45,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,62.0,442.07714999999996
3154,302,2020-05-11 09:00:00,Correctivo,8380.45,4,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,1200.0,442.07714999999996
3371,302,2020-05-20 10:00:00,Correctivo,4027.56,44,Planta Sur,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,217.0,442.07714999999996
3850,302,2020-06-09 09:00:00,Correctivo,5817.13,38,Planta Norte,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,479.0,442.07714999999996
4122,302,2020-06-20 17:00:00,Preventivo,1713.01,42,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,272.0,442.07714999999996
4950,302,2020-07-25 05:00:00,Correctivo,7008.59,25,Planta Sur,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,828.0,442.07714999999996
5135,302,2020-08-01 22:00:00,Preventivo,6520.66,15,Planta Norte,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,185.0,442.07714999999996
7382,302,2020-11-03 13:00:00,Correctivo,895.56,11,Planta Norte,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,2247.0,442.07714999999996
8313,302,2020-12-12 08:00:00,Correctivo,1833.63,39,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,931.0,442.07714999999996
8473,302,2020-12-19 00:00:00,Correctivo,6280.14,24,Planta Sur,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,160.0,442.07714999999996
8904,302,2021-01-05 23:00:00,Correctivo,8366.75,22,Planta Sur,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,431.0,442.07714999999996
9241,302,2021-01-20 00:00:00,Preventivo,1763.01,36,Planta Oeste,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,337.0,442.07714999999996
9734,302,2021-02-09 13:00:00,Preventivo,9630.18,3,Planta Este,Transformador,Schneider,Z300,2985,8001,,122.97,3.5949999999999998,50710.0,493.0,442.07714999999996
268,303,2020-01-12 03:00:00,Correctivo,2378.13,31,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,,442.07714999999996
478,303,2020-01-20 21:00:00,Correctivo,2376.09,24,Planta Sur,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,210.0,442.07714999999996
501,303,2020-01-21 20:00:00,Preventivo,7984.3,41,Planta Norte,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,23.0,442.07714999999996
597,303,2020-01-25 20:00:00,Preventivo,4523.3,46,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,96.0,442.07714999999996
925,303,2020-02-08 12:00:00,Correctivo,375.98,43,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,328.0,442.07714999999996
1793,303,2020-03-15 16:00:00,Correctivo,8672.58,46,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,868.0,442.07714999999996
2159,303,2020-03-30 22:00:00,Preventivo,6436.67,31,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,366.0,442.07714999999996
2170,303,2020-03-31 09:00:00,Correctivo,1686.96,11,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,11.0,442.07714999999996
2665,303,2020-04-21 00:00:00,Correctivo,3408.14,14,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,495.0,442.07714999999996
2766,303,2020-04-25 05:00:00,Preventivo,6337.46,42,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,101.0,442.07714999999996
2937,303,2020-05-02 08:00:00,Preventivo,4740.5,24,Planta Sur,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,171.0,442.07714999999996
3235,303,2020-05-14 18:00:00,Correctivo,316.37,36,Planta Norte,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,298.0,442.07714999999996
3261,303,2020-05-15 20:00:00,Correctivo,5781.55,44,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,26.0,442.07714999999996
3978,303,2020-06-14 17:00:00,Preventivo,8337.33,27,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,717.0,442.07714999999996
4682,303,2020-07-14 01:00:00,Correctivo,4885.48,22,Planta Norte,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,704.0,442.07714999999996
4915,303,2020-07-23 18:00:00,Preventivo,2209.54,10,Planta Norte,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,233.0,442.07714999999996
5761,303,2020-08-28 00:00:00,Preventivo,2284.92,6,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,846.0,442.07714999999996
6216,303,2020-09-15 23:00:00,Correctivo,9337.06,41,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,455.0,442.07714999999996
6277,303,2020-09-18 12:00:00,Preventivo,7853.08,41,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,61.0,442.07714999999996
6915,303,2020-10-15 02:00:00,Preventivo,707.39,2,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,638.0,442.07714999999996
8015,303,2020-11-29 22:00:00,Preventivo,682.58,6,Planta Oeste,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,1100.0,442.07714999999996
8861,303,2021-01-04 04:00:00,Correctivo,2395.96,41,Planta Sur,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,846.0,442.07714999999996
9090,303,2021-01-13 17:00:00,Preventivo,548.24,35,Planta Sur,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,229.0,442.07714999999996
9284,303,2021-01-21 19:00:00,Preventivo,2710.84,15,Planta Sur,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,194.0,442.07714999999996
9918,303,2021-02-17 05:00:00,Correctivo,9820.11,43,Planta Este,Generador,ABB,Y200,-100,7836,,122.97,3.5949999999999998,50710.0,634.0,442.07714999999996
768,304,2020-02-01 23:00:00,Preventivo,3944.44,44,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1468,304,2020-03-02 03:00:00,Correctivo,2143.12,2,Planta Oeste,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,700.0,442.07714999999996
1933,304,2020-03-21 12:00:00,Preventivo,7473.95,12,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,465.0,442.07714999999996
1994,304,2020-03-24 01:00:00,Correctivo,1342.57,38,Planta Sur,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,61.0,442.07714999999996
2841,304,2020-04-28 08:00:00,Preventivo,6947.97,5,Planta Oeste,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,847.0,442.07714999999996
3653,304,2020-06-01 04:00:00,Preventivo,1276.98,43,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,812.0,442.07714999999996
3900,304,2020-06-11 11:00:00,Preventivo,437.6,33,Planta Este,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,247.0,442.07714999999996
3997,304,2020-06-15 12:00:00,Preventivo,2794.11,38,Planta Sur,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,97.0,442.07714999999996
4026,304,2020-06-16 17:00:00,Preventivo,4197.61,23,Planta Oeste,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,29.0,442.07714999999996
4512,304,2020-07-06 23:00:00,Preventivo,3857.75,43,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,486.0,442.07714999999996
4665,304,2020-07-13 08:00:00,Correctivo,126.58,16,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,153.0,442.07714999999996
4896,304,2020-07-22 23:00:00,Preventivo,1365.76,12,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,231.0,442.07714999999996
5162,304,2020-08-03 01:00:00,Correctivo,2437.99,34,Planta Sur,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,266.0,442.07714999999996
6274,304,2020-09-18 09:00:00,Correctivo,5358.44,37,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,1112.0,442.07714999999996
6724,304,2020-10-07 03:00:00,Preventivo,9632.12,19,Planta Oeste,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,450.0,442.07714999999996
7833,304,2020-11-22 08:00:00,Correctivo,4630.89,37,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,1109.0,442.07714999999996
8452,304,2020-12-18 03:00:00,Correctivo,4061.5,33,Planta Oeste,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,619.0,442.07714999999996
9336,304,2021-01-23 23:00:00,Preventivo,6791.26,18,Planta Este,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,884.0,442.07714999999996
9516,304,2021-01-31 11:00:00,Correctivo,4918.395,38,Planta Norte,Generador,GE,Z300,3612,5298,,122.97,3.5949999999999998,50710.0,180.0,442.07714999999996
95,305,2020-01-04 22:00:00,Preventivo,7542.4,26,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,,442.07714999999996
142,305,2020-01-06 21:00:00,Preventivo,1250.06,47,Planta Este,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,47.0,442.07714999999996
997,305,2020-02-11 12:00:00,Preventivo,2724.54,41,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,855.0,442.07714999999996
1635,305,2020-03-09 02:00:00,Preventivo,4435.56,26,Planta Norte,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,638.0,442.07714999999996
1889,305,2020-03-19 16:00:00,Preventivo,4958.65,37,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,254.0,442.07714999999996
2323,305,2020-04-06 18:00:00,Correctivo,5210.59,46,Planta Norte,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,434.0,442.07714999999996
2662,305,2020-04-20 21:00:00,Correctivo,5527.37,18,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,339.0,442.07714999999996
2833,305,2020-04-28 00:00:00,Preventivo,8828.78,4,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,171.0,442.07714999999996
3601,305,2020-05-30 00:00:00,Correctivo,4767.55,22,Planta Norte,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,768.0,442.07714999999996
3736,305,2020-06-04 15:00:00,Preventivo,3006.58,16,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,135.0,442.07714999999996
3897,305,2020-06-11 08:00:00,Correctivo,4401.8,9,Planta Sur,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,161.0,442.07714999999996
4384,305,2020-07-01 15:00:00,Correctivo,9839.92,18,Planta Norte,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,487.0,442.07714999999996
5215,305,2020-08-05 06:00:00,Correctivo,5996.2,9,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,831.0,442.07714999999996
5347,305,2020-08-10 18:00:00,Preventivo,866.29,10,Planta Sur,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,132.0,442.07714999999996
5539,305,2020-08-18 18:00:00,Preventivo,5457.39,22,Planta Este,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,192.0,442.07714999999996
5568,305,2020-08-19 23:00:00,Preventivo,7973.73,6,Planta Norte,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,29.0,442.07714999999996
5771,305,2020-08-28 10:00:00,Correctivo,8297.44,36,Planta Oeste,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,203.0,442.07714999999996
6357,305,2020-09-21 20:00:00,Correctivo,6749.96,27,Planta Este,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,586.0,442.07714999999996
7234,305,2020-10-28 09:00:00,Correctivo,7169.49,40,Planta Este,Transformador,Siemens,M400,2543,7892,,122.97,3.5949999999999998,50710.0,877.0,442.07714999999996
562,306,2020-01-24 09:00:00,Preventivo,2750.67,15,Planta Este,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,,442.07714999999996
638,306,2020-01-27 13:00:00,Correctivo,6371.26,24,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,76.0,442.07714999999996
650,306,2020-01-28 01:00:00,Preventivo,121.01,37,Planta Este,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,12.0,442.07714999999996
1643,306,2020-03-09 10:00:00,Correctivo,8165.92,14,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,993.0,442.07714999999996
1721,306,2020-03-12 16:00:00,Correctivo,8173.82,41,Planta Este,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,78.0,442.07714999999996
2594,306,2020-04-18 01:00:00,Preventivo,7845.63,41,Planta Norte,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,873.0,442.07714999999996
3061,306,2020-05-07 12:00:00,Correctivo,8706.3,34,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,467.0,442.07714999999996
3693,306,2020-06-02 20:00:00,Preventivo,275.64,1,Planta Norte,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,632.0,442.07714999999996
4471,306,2020-07-05 06:00:00,Preventivo,7112.27,19,Planta Norte,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,778.0,442.07714999999996
4833,306,2020-07-20 08:00:00,Preventivo,7189.54,45,Planta Oeste,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,362.0,442.07714999999996
5464,306,2020-08-15 15:00:00,Correctivo,2745.63,30,Planta Oeste,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,631.0,442.07714999999996
5930,306,2020-09-04 01:00:00,Correctivo,8583.5,2,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,466.0,442.07714999999996
6288,306,2020-09-18 23:00:00,Correctivo,1363.09,7,Planta Este,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,358.0,442.07714999999996
6553,306,2020-09-30 00:00:00,Preventivo,5053.07,31,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,265.0,442.07714999999996
7093,306,2020-10-22 12:00:00,Preventivo,2697.13,8,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,540.0,442.07714999999996
7620,306,2020-11-13 11:00:00,Correctivo,9185.04,46,Planta Norte,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,527.0,442.07714999999996
8583,306,2020-12-23 14:00:00,Preventivo,3459.42,46,Planta Este,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,963.0,442.07714999999996
9191,306,2021-01-17 22:00:00,Preventivo,5312.19,36,Planta Sur,Transformador,GE,X100,392,7449,,122.97,3.5949999999999998,50710.0,608.0,442.07714999999996
298,307,2020-01-13 09:00:00,Correctivo,5667.9,43,Planta Sur,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,,442.07714999999996
339,307,2020-01-15 02:00:00,Correctivo,4427.12,12,Planta Sur,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,41.0,442.07714999999996
469,307,2020-01-20 12:00:00,Preventivo,1754.86,47,Planta Oeste,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,130.0,442.07714999999996
1072,307,2020-02-14 15:00:00,Correctivo,8119.42,43,Planta Este,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,603.0,442.07714999999996
1127,307,2020-02-16 22:00:00,Correctivo,718.61,12,Planta Sur,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,55.0,442.07714999999996
2789,307,2020-04-26 04:00:00,Correctivo,217.67,24,Planta Oeste,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,1662.0,442.07714999999996
4194,307,2020-06-23 17:00:00,Correctivo,7452.88,32,Planta Este,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,1405.0,442.07714999999996
4253,307,2020-06-26 04:00:00,Preventivo,5204.54,32,Planta Este,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,59.0,442.07714999999996
4534,307,2020-07-07 21:00:00,Preventivo,8879.67,30,Planta Oeste,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,281.0,442.07714999999996
4776,307,2020-07-17 23:00:00,Correctivo,8161.4,24,Planta Sur,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,242.0,442.07714999999996
4798,307,2020-07-18 21:00:00,Preventivo,5772.82,38,Planta Oeste,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,22.0,442.07714999999996
4834,307,2020-07-20 09:00:00,Preventivo,1368.74,16,Planta Norte,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,36.0,442.07714999999996
4971,307,2020-07-26 02:00:00,Correctivo,1992.57,46,Planta Norte,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,137.0,442.07714999999996
4983,307,2020-07-26 14:00:00,Preventivo,921.58,6,Planta Este,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,12.0,442.07714999999996
5367,307,2020-08-11 14:00:00,Correctivo,6330.55,4,Planta Norte,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,384.0,442.07714999999996
6472,307,2020-09-26 15:00:00,Correctivo,5360.44,4,Planta Norte,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,1105.0,442.07714999999996
8834,307,2021-01-03 01:00:00,Correctivo,8708.94,16,Planta Norte,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,2362.0,442.07714999999996
9150,307,2021-01-16 05:00:00,Correctivo,4177.67,32,Planta Sur,Motor,GE,M400,725,9579,,122.97,3.5949999999999998,50710.0,316.0,442.07714999999996
593,308,2020-01-25 16:00:00,Preventivo,6758.73,20,Planta Norte,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,,442.07714999999996
744,308,2020-01-31 23:00:00,Preventivo,3734.0,22,Planta Norte,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,151.0,442.07714999999996
793,308,2020-02-03 00:00:00,Correctivo,5310.72,5,Planta Este,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,49.0,442.07714999999996
903,308,2020-02-07 14:00:00,Preventivo,2588.55,15,Planta Oeste,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,110.0,442.07714999999996
1820,308,2020-03-16 19:00:00,Preventivo,4821.86,41,Planta Oeste,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,917.0,442.07714999999996
2905,308,2020-05-01 00:00:00,Preventivo,611.57,40,Planta Oeste,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,1085.0,442.07714999999996
3277,308,2020-05-16 12:00:00,Preventivo,4799.41,20,Planta Sur,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,372.0,442.07714999999996
3551,308,2020-05-27 22:00:00,Correctivo,1280.19,37,Planta Oeste,Transformador,Siemens,Y200,3308,9547,,122.97,3.5949999999999998,50710.0,274.0,442.07714999999996
